epoch,train_loss,train_acc,val_loss,val_acc,val_f1,learning_rate
1,0.9338094166346959,0.49047619047619045,0.6770215829213461,0.5952380952380952,0.6530612244897959,3e-05
2,1.0205206189836775,0.41904761904761906,0.6760542591412863,0.6190476190476191,0.6666666666666666,2.996467872876745e-05
3,0.9980937923703875,0.5047619047619047,0.6780261596043905,0.5952380952380952,0.6046511627906976,2.9858886996752768e-05
4,0.990072522844587,0.4666666666666667,0.679262657960256,0.5714285714285714,0.5714285714285714,2.968314021064018e-05
5,0.9649547168186733,0.5428571428571428,0.6745155453681946,0.6428571428571429,0.6808510638297872,2.943829459110562e-05
6,0.8525768688746861,0.5333333333333333,0.6705497701962789,0.5952380952380952,0.6530612244897959,2.912554300139567e-05
7,0.9119689634868077,0.49523809523809526,0.6706576347351074,0.6190476190476191,0.6666666666666666,2.874640913581771e-05
8,0.9078697477068219,0.49523809523809526,0.6695926785469055,0.6190476190476191,0.68,2.830274009645444e-05
9,1.027310507638114,0.5095238095238095,0.6705926855405172,0.6190476190476191,0.6666666666666666,2.779669739426817e-05
10,0.9436983721596854,0.5285714285714286,0.6718371311823527,0.5714285714285714,0.6086956521739131,2.7230746418436735e-05
11,0.9161173956734794,0.45714285714285713,0.6734907825787863,0.5952380952380952,0.6222222222222222,2.6607644425225176e-05
12,1.0929654325757707,0.44285714285714284,0.6747149229049683,0.5714285714285714,0.5909090909090909,2.5930427104910437e-05
13,0.8794918060302734,0.5142857142857142,0.6736079851786295,0.5714285714285714,0.6086956521739131,2.520239379220344e-05
14,0.8096378871372768,0.5238095238095238,0.672569195429484,0.5714285714285714,0.6086956521739131,2.442709139222204e-05
15,0.9227772099631173,0.5095238095238095,0.6736374298731486,0.5476190476190477,0.5777777777777777,2.3608297100325822e-05
